id,subject_title,subject_body,course_id
867,IoTゲートウェイで表示する,"第1章 Processingで表示するー共通仕様
第2章 Processingで表示するーシリアル通信接続
第3章 Processingで表示するーZigBee接続

",59
868,第三部：IoTクラウドにつなぐ,"第1章 IoTクラウドの概要
第2章 IBM Cloud/Watson IoT Platformの概要
第3章 IoTクラウドの準備

",59
869,IPネットワークでつなぐ,"第1章 アクセス/コアネットワークの概要
第2章 ProcessingでIoTクラウドへ送信

",59
870,第四部　IoTアプリケーションを創る,"第1章 IoTアプリケーションの概要
第2章 Node-RED開発環境の構築
第3章 IoT Cloud基本版（表示・フィードバック機能）の実現
第4章 IoTゲートウェイ（Processing）プログラムの実行

",59
871,IoTアプリケーションを創る（２）,"第1章 IoT Cloud拡張版の全体像とメール送信機能の概要
第2章 Zapierの設定
第3章 メール送信機能の実現
第4章 IoTサーバ（Cloudant）蓄積・検索機能の実現

",59
872,受講生の発表,"第1章 受講生の発表について
第2章 受講生Aの発表

",59
873,いろいろな応用を考える,"第1章 IoTシステムの応用事例を学ぶ
第2章 IoTシステム構築のパターン

",59
874,受講生の発表に対するディベート,"第1章 受講生の発表に対するディベートについて

",59
875,IoT実践のまとめ,"第1章 IoTシステムのプロトタイプ構築のまとめ

",59
876,オリエンテーション,"第1章 オリエンテーション

",60
877,課題書籍第1章,"第1章 課題書籍第1章

",60
878,発表の作成と提出,"第1章 発表の作成と提出

",60
879,第1章 引き続き、第3回の課題を進める,第1章 引き続き、第3回の課題を進める,60
880,学生発表(1),"第1章 学生発表(1)

",60
881,学生発表(2),"第1章 学生発表(2)

",60
882,学生発表(3),"第1章 学生発表(3)

",60
883,学生発表(4)と発表の作成,"第1章 学生発表(4)
第2章 発表の作成と提出

",60
884,学生発表(5),"第1章 学生発表(5)

",60
885,学生発表(6),"第1章 学生発表(6)

",60
886,学生発表(7),"第1章 学生発表(7)
第2章 成果報告書のテーマ設定

",60
887,学生発表(8),"第1章 学生発表(8)

",60
888,成果報告書の作成,"第1章 成果報告書の作成

",60
889,第1章 引き続き、第13回の課題を進める,第1章 引き続き、第13回の課題を進める,60
890,成果報告書の完成,"第1章 成果報告書の完成

",60
891,オリエンテーション,"第1章 ゼミナールの概要
第2章 演習環境の使い方
第3章 発表の分担
第4章 第1回ディベート

",61
892,Pythonと主なライブラリ,"第1章 Pythonの基礎
第2章 数値計算のライブラリ
第3章 その他のライブラリ
第4章 小テスト

",61
893,基礎編のプレゼンテーションと提出,"第1章 提出物の作成
第2章 第3回レポート

",61
894,各自文献を読み、ディベートのための予備知識を得る,各自文献を読み、ディベートのための予備知識を得る,61
895,基礎編ディスカッション(1),"第1章 発表の視聴
第2章 第5回ディベート

",61
896,基礎編ディスカッション(2),"第1章 発表の視聴
第2章 第6回ディベート

",61
897,ニューラルネットワーク編のプレゼンテーションと提出,"第1章 提出物の作成
第2章 第7回レポート

",61
898,各自文献を読み、ディベートのための予備知識を得る,各自文献を読み、ディベートのための予備知識を得る,61
899,ニューラルネットワーク編ディスカッション(1),"第1章 発表の視聴
第2章 第9回ディベート

",61
900,ニューラルネットワーク編ディスカッション(2),"第1章 発表の視聴
第2章 第10回ディベート

",61
901,実践編のプレゼンテーションと提出,"第1章 提出物の作成
第2章 第11回レポート

",61
902,各自文献を読み、ディベートのための予備知識を得る,各自文献を読み、ディベートのための予備知識を得る,61
903,実践編ディスカッション,"第1章 発表の視聴
第2章 第13回ディベート

",61
904,これまでの復習,"第1章 基礎編のまとめ
第2章 ニューラルネットワーク編のまとめ
第3章 実践編のまとめ
第4章 小テスト

",61
905,最終レポートに向けて,"第1章 最終レポートの作成

",61
906,オリエンテーション,"第1章 オリエンテーション

",62
907,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
908,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
909,発表資料の作成,"第1章 発表資料の作成

",62
910,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
911,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
912,プレゼンテーション,"第1章 プレゼンテーションの実施

",62
913,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
914,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
915,ディベート１,"第1章  ディベート１

",62
916,ディベート２,"第1章 ディベート２

",62
917,ディベート３,"第1章 ディベート３

",62
918,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
919,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,62
920,最終レポート作成,"第1章 最終レポート作成

",62
921,オリエンテーション,"第1章 オリエンテーション		
第2章 自己紹介（動画）		
第3章 自己紹介をしよう		
第4章 課題図書の担当を決めよう		

",63
922,第１章発表とディスカッション,"第1章 担当者（教員）の発表
第2章 ディスカッション

",63
923,第２章発表とディスカッション,"第1章 担当者（教員）の発表
第2章 ディスカッション

",63
924,発表資料の提出,"第1章 発表資料の提出

",63
925,第3章発表とディスカッション,"第1章 担当者の発表
第2章 ディスカッション

",63
926,第4章発表とディスカッション,"第1章 担当者の発表
第2章 ディスカッション

",63
927,第5章発表とディスカッション,"第1章 担当者の発表
第2章 ディスカッション

",63
928,第6章発表とディスカッション,"第1章 担当者の発表
第2章 ディスカッション

",63
929,第7章発表とディスカッション,"第1章 担当者の発表
第2章 ディスカッション

",63
930,第8章発表とディスカッション,"第1章 担当者の発表
第2章 ディスカッション

",63
931,論文の書き方・テーマ選定,"第1章 論文の書き方		
第2章 期末レポートのフォーマットの確認		
第3章 検討中の論文テーマとその選定理由の発表		

",63
932,論文テーマと先行研究,"第1章 各メンバーの先行研究論文・関連情報の調査予定発表
第2章 ディスカッション

",63
933,論文構成,"第1章 各メンバーの論文構成の発表
第2章 ディスカッション

",63
934,特別研究,"第1章 特別研究発表		
第2章 特別研究ディスカッション		
第3章 論文構成第2版の発表とディスカッション		

",63
935,論文作成,"第1章 論文（初校）とディスカッション

",63
936,オリエンテーション,"第1章 オリエンテーション

",64
937,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
938,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
939,プレゼン用資料の作成,"第1章 第4回の説明

",64
940,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
941,プレゼンテーション,"第1章 第6回の説明

",64
942,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
943,ディベートＡ,"第1章 第8回の説明

",64
944,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
945,ディベートＢの準備,"第1章 第10回の説明

",64
946,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
947,ディベートＢ,"第1章 第12回の説明

",64
948,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
949,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,64
950,まとめ,"第1章 第15回の説明

",64
951,オリエンテーション,"第1章 オリエンテーション

",65
952,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,65
953,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,65
954,プレゼンテーションの準備,"第1章 プレゼンテーションの準備

",65
955,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,65
956,プレゼンテーションの実施,"第1章 プレゼンテーションの実施

",65
957,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,65
958,ディベート①,ディベート①,65
959,【ディベート期間】講義での指示に従い、ディベート①に参加する,【ディベート期間】講義での指示に従い、ディベート①に参加する,65
960,ディベート②,ディベート②,65
961,【ディベート期間】講義での指示に従い、ディベート②に参加する。,【ディベート期間】講義での指示に従い、ディベート②に参加する。,65
962,レポート作成の準備,"第1章 レポートに向けた準備

",65
963,レポート作成を進める,レポート作成を進める,65
964,レポート作成を進める,レポート作成を進める,65
965,レポートの作成と提出,"第1章 レポートの作成と提出

",65
966,オリエンテーションと自己紹介,"第1章 本ゼミナールの目標

",66
967,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,66
968,解説プレゼンテーションの準備,"第1章 発表とスライド作成の注意点

",66
969,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,66
970,発表コンテンツの作成,"第1章 解説（動画）コンテンツの作成方法

",66
971,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,66
972,発表とディスカッション（１）,"第1章 第5回で提出した解説（動画）コンテンツを視聴して、地方創生に関する理解をお互いに深める。

",66
973,発表とディスカッション（２）,"第1章 第5回で提出した解説（動画）コンテンツを視聴して、地方創生に関する理解をお互いに深める。

",66
974,発表とディスカッション（３）,"第1章 第5回で提出した解説（動画）コンテンツを視聴して、地方創生に関する理解をお互いに深める。

",66
975,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,66
976,ビジネスアイデア作成のガイドライン,ビジネスアイデア作成のガイドライン,66
977,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,66
978,発表コンテンツの作成,"第1章 解説（動画）コンテンツの作成方法

",66
979,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,66
980,地方創生ビジネス創造の総括,"第1章 地方創生ビジネスの課題考察と新規ビジネス創造のプロセス総括

",66
981,オリエンテーション、および、地域おこし動画の現況把握,"第1章 オリエンテーション

",67
982,引き続き、第1回の課題を進める,引き続き、第1回の課題を進める,67
983,引き続き、第1回の課題を進める,引き続き、第1回の課題を進める,67
984,動画作成ツール、動画投稿サイトの現況分析　その1,"第1章 レポート（1）＝文書によるレポート提出

",67
985,引き続き、第4回の課題を進める,引き続き、第4回の課題を進める,67
986,動画作成ツール、動画投稿サイトの現況分析　その2,"第1章 ディベート（2）

",67
987,引き続き、第6回の課題を進める,引き続き、第6回の課題を進める,67
988,地域おこし動画の作成　その1,"第1章 ディベート（3）

",67
989,引き続き、第8回の課題を進める,引き続き、第8回の課題を進める,67
990,地域おこし動画の作成　その2,"第1章 ディベート（4）

",67
991,引き続き、第10回の課題を進める,引き続き、第10回の課題を進める,67
992,地域おこし動画の作成　その3,"第1章 レポート（2）＝動画投稿サイトへのアップロード、および、その概要（URL、タイトル等の提示）に関する文書によるレポート提出

",67
993,引き続き、第12回の課題を進める,引き続き、第12回の課題を進める,67
994,地域おこし動画の作成　その4,"第1章 ディベート（5）

",67
995,まとめ,"第1章 まとめ

",67
996,イントロダクション,"第1章 はじめに
第2章 自己紹介

",68
997,フォトグラフィの基礎,"第1章 効果的な写真撮影
第2章 小テスト

",68
998,調査重点テーマを選ぶ,調査重点テーマを選ぶ,68
999,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,68
1000,発表コンテンツの準備,"第1章 発表とスライド作成の注意
第2章 評価基準の確認

",68
1001,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,68
1002,発表コンテンツの制作,"第1章 CPS（ビデオ＋スライド）による発表コンテンツの作成方法

",68
1003,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,68
1004,発表とディスカッション（1）,"第1章 学生の発表

",68
1005,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,68
1006,発表とディスカッション（2）,"第1章 学生の発表

",68
1007,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,68
1008,Instagramの社会的効果,Instagramの社会的効果,68
1009,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,68
1010,セミナールの総括とコンテスト,"第1章 全体のまとめ

",68
1011,オリエンテーション,"第1章 オリエンテーション

",69
1012,仮テーマの決定,"第1章 仮テーマの設定

",69
1013,情報収集・分析（１）,"第1章 情報収集・分析

",69
1014,情報収集・分析（２）,"第1章 情報収集・分析

",69
1015,情報収集・分析（３）,"第1章 情報収集・分析

",69
1016,課題の設定と検証方法案の作成,"第1章 課題の設定と検証方法の作成

",69
1017,課題の見直しと検証方法の立案,"第1章 課題の見直しと検証方法の作成

",69
1018,調査・分析／実験・評価（１）,"第1章 調査・分析／実験・評価

",69
1019,調査・分析／実験・評価（２）,"第1章 調査・分析／実験・評価

",69
1020,調査・分析／実験・評価（３）,"第1章 調査・分析／実験・評価

",69
1021,調査・分析／実験・評価（４）,"第1章 調査・分析／実験・評価

",69
1022,中間発表,"第1章 中間発表

",69
1023,中間報告書の作成（１）,"第1章 中間報告書の作成

",69
1024,中間発表の質疑,"第1章 中間報告書の作成

",69
1025,中間報告書の作成（２）,"第1章 中間報告書の作成

",69
1026,オリエンテーション,"第1章 オリエンテーション

",70
1027,方向性の仮決めと情報収集(1),"第1章 方向性の仮決めと関連研究の文献調査

",70
1028,情報収集(2),"第1章 研究背景の整理

",70
1029,研究テーマの決定,"第1章 研究テーマの決定

",70
1030,調査・研究(1),"第1章 理論・アルゴリズム・モデル等の構築(1)

",70
1031,調査・研究(2),"第1章 理論・アルゴリズム・モデル等の構築(2)

",70
1032,中間発表,"第1章 中間発表

",70
1033,中間発表の質疑,"第1章 受講者による中間発表
第2章 中間発表の質疑

",70
1034,「中間報告書」の作成,"第1章 「中間報告書」の作成

",70
1035,情報収集（1）,"第1章 情報収集（1）

",71
1036,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,71
1037,情報収集（2）,"第1章 情報収集（2）

",71
1038,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,71
1039,テーマの決定,"第1章 テーマの決定

",71
1040,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,71
1041,調査・研究（1）,"第1章 調査・研究（1）

",71
1042,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,71
1043,調査・研究（2）,"第1章 調査・研究（2）

",71
1044,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,71
1045,中間発表,"第1章 第1章 中間発表

",71
1046,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,71
1047,中間発表の質疑,"第1章 中間発表の質疑

",71
1048,「中間報告書」の作成,"第1章 「中間報告書」の作成

",71
1049,情報収集(1),"第1章 関連研究のサーベイ

",72
1050,第2回の課題を進める,第2回の課題を進める,72
1051,情報収集(2),"第1章 研究背景の整理

",72
1052,第4回の課題を進める,第4回の課題を進める,72
1053,テーマの決定,"第1章 テーマの決定

",72
1054,第6回の課題を進める,第6回の課題を進める,72
1055,調査研究(1),"第1章 調査研究(1)

",72
1056,第8回の課題を進める,第8回の課題を進める,72
1057,調査研究(2),"第1章 調査研究(2)

",72
1058,第10回の課題を進める,第10回の課題を進める,72
1059,中間発表,"第1章 中間発表

",72
1060,第12回の課題を進める,第12回の課題を進める,72
1061,中間発表の質疑,"第1章 中間発表の質疑

",72
1062,中間報告書の作成,"第1章 中間報告書作成

",72
1063,テーマ設定１,"第1章 テーマ設定１

",73
1064,テーマ設定２,"第1章 テーマ設定２

",73
1065,仮説の立案１,"第1章 仮説の立案１

",73
1066,仮説の立案２,"第1章 仮説の立案２

",73
1067,仮説検証の方法立案１,"第1章 仮説検証の方法立案１

",73
1068,仮説検証の方法立案２,"第1章 仮説検証の方法立案２

",73
1069,関連論文の調査１,"第1章 関連論文の調査１

",73
1070,論文骨子の作成(1),"第1章  論文骨子の作成(前半)

",73
1071,論文骨子の作成(2),"第1章 論文骨子の作成(後半)

",73
1072,検証の準備,"第1章 仮説検証の準備

",73
1073,中間発表,"第1章 中間発表

",73
1074,関連論文の調査２,"第1章 関連論文の調査２

",73
1075,中間発表に関する質疑,"第1章 中間発表に関する質疑

",73
1076,論文骨子の資料作成,"第1章 論文骨子の作成

",73
1077,事業計画概要書（エグゼクティブサマリー）の作成,"第1章 事業計画概要書の作成

",74
1078,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1079,事業計画書の作成（第１回）,"第1章 事業計画書の作成（第１回）

",74
1080,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1081,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1082,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1083,事業計画書の作成（第２回）,"第1章 事業計画書の作成（第２回）

",74
1084,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1085,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1086,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1087,事業計画書の中間発表,"第1章 事業計画書の中間発表

",74
1088,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1089,課題ディベート,"第1章 課題ディベート（またはレポート）

",74
1090,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,74
1091,最終版調査・分析/最終版実験・評価,"第1章 最終版調査・分析/最終版実験・評価

",75
1092,最終版調査・分析/最終版実験・評価,"第1章 最終版調査・分析/最終版実験・評価

",75
1093,最終版調査・分析/最終版実験・評価,"第1章 最終版調査・分析/最終版実験・評価

",75
1094,最終版調査・分析/最終版実験・評価,"第1章 最終版調査・分析/最終版実験・評価

",75
1095,評価・考察,"第1章 評価・考察

",75
1096,評価・考察,"第1章 評価・考察

",75
1097,評価・考察,"第1章 評価・考察

",75
1098,論文の作成,"第1章 論文の作成

",75
1099,論文の作成,"第1章 論文の作成

",75
1100,論文の作成,"第1章 論文の作成

",75
1101,中間発表,"第1章 中間発表
第2章 受講生Aの発表

",75
1102,論文の推敲,"第1章 論文の推敲

",75
1103,中間発表のディベート,"第1章 中間発表のディベート

",75
1104,論文の推敲,"第1章 論文の推敲

",75
1105,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,76
1106,システムの開発（2）,"第1章 システムの開発（2）

",76
1107,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,76
1108,システムの開発（3）,"第1章 システムの開発（3）

",76
1109,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,76
1110,評価・実験（1）,"第1章 評価・実験（1）

",76
1111,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,76
1112,評価・実験（2）,"第1章 評価・実験（2）

",76
1113,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,76
1114,卒業論文の作成（1）,"第1章 卒業論文の作成（1）

",76
1115,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,76
1116,研究内容の発表,"第1章 研究内容の発表

",76
1117,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,76
1118,卒業論文の完成,"第1章 卒業論文の完成

",76
1119,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,77
1120,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,77
1121,システムの開発（2）,"第1章 システムの開発（2）

",77
1122,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,77
1123,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,77
1124,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,77
1125,評価・実験,"第1章 評価・実験

",77
1126,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,77
1127,成果発表の準備,"第1章 成果発表の準備

",77
1128,前回授業の内容・課題に継続して取り組む,前回授業の内容・課題に継続して取り組む,77
1129,成果発表,"第1章 第1章 成果発表

",77
1130,卒業論文の準備,"第1章 卒業論文の準備

",77
1131,成果発表の質疑,成果発表の質疑,77
1132,卒業論文の執筆,"第1章 第1章　卒業論文の執筆

",77
1133,オリエンテーション,"第1章 オリエンテーション 

",78
1134,仮説の確認,"第1章 卒業研究のすすめ方

",78
1135,データ収集１,"第1章 卒業研究のすすめ方

",78
1136,データ収集２,"第1章 卒業研究のすすめ方

",78
1137,分析の実施１,"第1章 卒業研究のすすめ方

",78
1138,分析の実施２,"第1章 卒業研究のすすめ方

",78
1139,既往の論文のまとめ,"第1章 卒業研究のすすめ方

",78
1140,初稿完成,"第1章 卒業研究のすすめ方

",78
1141,初稿修正,"第1章 卒業研究のすすめ方

",78
1142,論文仮完成,"第1章 卒業研究のすすめ方

",78
1143,論文の推敲１,"第1章 卒業研究のすすめ方

",78
1144,論文の推敲２,"第1章 卒業研究のすすめ方

",78
1145,論文の修正１,"第1章 卒業研究のすすめ方

",78
1146,論文の修正２,"第1章 卒業研究のすすめ方

",78
1147,論文提出,"第1章 卒業研究のすすめ方

",78
1148,特別研究Ⅰの課題整理,"第1章 特別研究Ⅰの課題整理

",79
1149,特別研究Ⅰの課題解決,"第1章 特別研究Ⅰの課題解決

",79
1150,顧客インタビュー項目の作成	,"第1章 顧客インタビュー項目の作成	
第2章 	

",79
1151,顧客インタビュー,"第1章 顧客インタビュー

",79
1152,顧客インタビューに基づく事業の改善	,"第1章 顧客インタビューに基づく事業の改善	

",79
1153,費用分析	,"第1章 費用分析

",79
1154,価格分析・収入分析,"第1章 価格・収入分析

",79
1155,マーケティング,"第1章 マーケティング

",79
1156,経営陣・組織体制、パートナー,"第1章 経営陣・組織体制、パートナー

",79
1157,財務計画,"第1章 財務計画

",79
1158,プレゼンテーションの準備,"第1章 プレゼンテーション資料の原案提出		

",79
1159,事業計画プレゼンテーション,"第1章 CC Producerでの発表（動画）
第2章 発表資料の提出

",79
1160,事業計画への質疑,"第1章 事業計画への質疑

",79
1161,事業計画書の改善,"第1章 事業計画の改善

",79
1162,事業計画書（ワード版）原案の作成	,"第1章 事業計画書（ワード版）原案の作成

",79
1163,ようこそ！サイバー大学へ,"第1章 授業開始までの準備
第2章 Cloud Campusでの受講の仕方
第3章 課題に取り組む際のマナーと注意点
第4章 成績と各種サポート

",80
1164,ゴールとその道筋,"第1章 オリエンテーション
第2章 サイバー大学で学ぶということ
第3章 卒業までの道のり
第4章 目標を考える
第5章 第2回 課題について

",80
1165,時間管理を身につける,"第1章 時間管理の重要性
第2章 ドラッカー流時間管理術
第3章 計画の立て方
第4章 学修環境を整える
第5章 第3回 課題について

",80
1166,効果的学習方法,"第1章 受講の流れ
第2章 受講の際のポイント
第3章 学習意欲の維持と期末試験
第4章 効果的学習方法の見つけ方

",80
1167,レポートの書き方,"第1章 レポートとは何か
第2章 書く前にやるべきこと
第3章 書く際にやるべきこと／やってはいけないこと
第4章 書き終えた後にやるべきこと

",80
1168,情報リテラシー,"第1章 情報検索の方法
第2章 情報の読み取り方
第3章 情報のまとめ方
第4章 情報リテラシー実践

",80
1169,第7・8回　サイバー大学キャンパスライフ・サイバー大学攻略プラン,"第1章 キャンパスライフ充実のための各種サポート
第2章 キャンパスライフ充実のための各種ツール
第3章 サイバー大学学生の心得
第4章 卒業生が語る成功の秘訣
第5章 「サイバー大学攻略プラン」を考える
第6章 学長からのメッセージ

",80
1170,「スタディスキル実践」へようこそ,"第1章 オリエンテーション
第2章 教養教育コンピテンシーとは
第3章 これまでの教養学習や修得の振り返り
第4章 本科目の進め方と評価方法

",81
1171,論理的・批判的に思考する,"第1章 論理的とはどういうことか
第2章 ロジカルシンキング・クリティカルシンキング
第3章 論理的に読む・書く・聞く・話すためのポイント
第4章 実践してみよう

",81
1172,教養について発表しよう（1） ～準備編,"第1章 教養修得体験の整理とスライド作成
第2章 具体的なスライドの作り方
第3章 著作権の留意

",81
1173,「聞く」こと、「伝える」こと,"第1章 コミュニケーションとは
第2章 自己と他者を意識する
第3章 自分の考えや気持ちを伝える
第4章 人の話を聞く、相手の立場に立つ

",81
1174,教養について発表しよう（2）～実践編,"第1章 プレゼンテーションのポイント
第2章 CC Producerの使い方

",81
1175,議論の仕方① ～知識編,"第1章 議論とは
第2章 いろいろな議論の方法
第3章 議論のルールとマナー
第4章 議論のファシリテーション

",81
1176,議論の仕方② ～実践編,"第1章 主張する、質問する
第2章 反論する
第3章 議論に参加する
第4章 インターネット上の議論

",81
1177,発表と議論,"第1章 グループ発表と議論の展開

",81
1178,ITデバイスの活用,"第1章 ITデバイスの移り変わり
第2章 スマートフォンで何が変わったか	
第3章 情報の種類と伝達力
第4章 IoTの世界

",82
1179,ITを活用したコミュニケーション,"第1章 コミュニケーションとは
第2章 文字によるコミュニケーション
第3章 映像によるコミュニケーション
第4章 ITを活用した会議

",82
1180,タスク管理の技術,"第1章 ゴールの設定
第2章 数値による管理
第3章 ToDo管理
第4章 手帳の効果的利用

",82
1181,情報の分類と構造化,"第1章 フレームを使った情報整理術
第2章 ストーリーを引き出す
第3章 情報の構造化
第4章 ITを使ったアイディア発想

",82
1182,文書の整理・保管・共有,"第1章 文書の種類と整理の技術
第2章 クラウドを使った情報の整理
第3章 クラウドを使った情報の保管
第4章 クラウドを使った情報の共有

",82
1183,正しい情報取得の作法,"第1章 情報からの発想
第2章 検索の技術
第3章 情報の権利とは
第4章 権利処理と許諾

",82
1184,まとめと展望,"第1章 これまでの振り返り
第2章 文字と音声を使った新しい技術
第3章 映像を使った新しい技術
第4章 知的生産者の未来

",82
1185,オリエンテーション,"第1章 「はじめに」
第2章 授業のスコープ
第3章 次世代人材に求められるスキル
第4章 ビジネスプロデュース力とは

",83
1186,企業が求める人材像,"第1章 雇用情勢の変化
第2章 エンプロイアビリティ
第3章 コミュニケーション
第4章 企業活動の実際と人材育成

",83
1187,社会人基礎力について,"第1章 社会人基礎力が必要な理由
第2章 前に踏み出す力
第3章 考え抜く力
第4章 チームで働く力

",83
1188,組織で働くための基礎知識,"第1章 周囲への気配り
第2章 仕事の受け方
第3章 仕事の進め方
第4章 メディアリテラシー

",83
1189,ビジネスプロデュース力について,"第1章 プロデュース力の理解
第2章 プロデュースの３要素
第3章 社会のパラダイムシフトとプロデュース
第4章 プロデューサーに必要な７つの能力

",83
1190,プロジェクトの成果を意識した働き方（１）,"第1章 プロジェクトの理解
第2章 身近なプロジェクトの例
第3章 プロジェクトの成功イメージ
第4章 プロジェクトの目標設定

",83
1191,プロジェクトの成果を意識した働き方（２）,"第1章 プロジェクトの計画策定
第2章 プロジェクトの実行
第3章 プロジェクトの管理
第4章 プロジェクトの評価・振り返り

",83
1192,振り返り、まとめ,"第1章 本科目の振り返り
第2章 「キャリア」を考える上で大切なこと
第3章 まとめ
第4章 次世代人材として活躍するあなた達へ

",83
1193,時間管理の考え方,"第1章 オリエンテーション
第2章 時間管理の基本
第3章 最優先事項から始める
第4章 生産性を高める働き方

",84
1194,目標設定と進捗管理,"第1章 目標設定とは何か
第2章 進捗管理の考え方
第3章 PDCAの基本
第4章 PDCAの応用

",84
1195,異分野とのコラボレーションとイノベーション,"第1章 ジェネラリストとは何か
第2章 プロフェッショナルの価値
第3章 効果の高いコラボレーションとは
第4章 イノベーションを起こす人材像

",84
1196,ビジネスコミュニケーション,"第1章 ビジネスコミュニケーションの基本
第2章 傾聴とは何か
第3章 アサーションとは何か
第4章 人を動かすコミュニケーションとは

",84
1197,自己分析とKAIZEN活動,"第1章 自己分析とは何か
第2章 自己分析の活かし方
第3章 KAIZEN活動とは何か
第4章 KAIZEN活動の活かし方

",84
1198,パーソナルブランディングと人脈構築,"第1章 ブランドとは何か
第2章 パーソナルブランドの活かし方
第3章 人脈とは何か
第4章 人脈の活かし方

",84
1199,モチベーションコントロールと情報発信,"第1章 モチベーションコントロールとは何か
第2章 モチベーションを高く保つ考え方
第3章 ビジネススキル開発の考え方
第4章 情報発信の考え方

",84
1200,セルフマネジメントの総括,"第1章 タイムマネジメント総論
第2章 目標管理総論
第3章 モチベーションコントロール総論
第4章 パーソナルブランド総論

",84
